"proj_id","proj_age_quarter","ci_age_month","Date","proj_age","n_pr_open","n_pr_core","n_pr_merged","n_pr_unmerged","n_core_merged","n_core_unmerged","n_issue_open","n_issue_proj_closed","team_size","test_files","test_loc","src_files","src_loc","n_star","n_fork"
111811,9,2,"00:00.0",27,14,8,12,2,8,0,0,0,3,11,1143,127,25453,290,57
11441,10,8,"00:00.0",30,21,16,20,1,16,0,11,19,2,18,1685,75,3663,739,96
11441,10,7,"00:00.0",29,5,5,5,0,5,0,5,3,2,18,1685,75,3663,739,96
11441,10,6,"00:00.0",28,0,0,0,0,0,0,1,1,1,18,1685,75,3663,739,96
11441,11,9,"00:00.0",31,9,5,7,2,5,0,8,6,1,19,2053,101,5079,751,112
11441,11,10,"00:00.0",32,10,8,10,0,8,0,7,8,2,19,2053,101,5079,751,112
11441,11,11,"00:00.0",33,10,7,10,0,7,0,3,4,1,19,2053,101,5079,751,112
11441,12,12,"00:00.0",34,0,0,0,0,0,0,7,8,1,19,2053,102,5113,760,130
11441,4,-12,"00:00.0",11,2,0,2,0,0,0,6,6,1,17,1205,52,2423,418,34
11441,4,-11,"00:00.0",12,0,0,0,0,0,0,5,4,1,17,1205,52,2423,418,34
11441,5,-8,"00:00.0",15,3,1,1,2,0,1,5,5,2,18,1492,57,2782,454,40
11441,5,-10,"00:00.0",13,2,1,2,0,1,0,4,3,2,18,1492,57,2782,454,40
11441,5,-9,"00:00.0",14,3,3,3,0,3,0,8,10,2,18,1492,57,2782,454,40
11441,6,-7,"00:00.0",16,1,1,1,0,1,0,4,3,2,18,1514,58,2877,480,43
11441,6,-6,"00:00.0",17,0,0,0,0,0,0,4,1,2,18,1514,58,2877,480,43
11441,6,-5,"00:00.0",18,4,3,3,1,2,1,11,8,2,18,1514,58,2877,480,43
11441,7,-4,"00:00.0",19,6,3,4,2,3,0,2,5,2,19,1616,72,3577,561,53
11441,7,-3,"00:00.0",20,5,5,5,0,5,0,4,3,2,19,1616,72,3577,561,53
11441,7,-2,"00:00.0",21,4,3,3,1,3,0,3,4,2,19,1616,72,3577,561,53
11441,8,-1,"00:00.0",22,10,6,9,1,6,0,8,7,1,19,2036,97,4833,644,66
11441,8,1,"00:00.0",23,3,1,1,2,1,0,8,4,1,19,2036,97,4833,644,66
11441,8,2,"00:00.0",24,8,3,7,1,3,0,9,6,2,19,2036,97,4833,644,66
11441,9,3,"00:00.0",25,5,5,5,0,5,0,4,8,2,19,1652,77,3954,707,84
11441,9,4,"00:00.0",26,5,3,5,0,3,0,5,4,2,19,1652,77,3954,707,84
11441,9,5,"00:00.0",27,7,4,6,1,4,0,5,8,1,19,1652,77,3954,707,84
11602,10,7,"00:00.0",29,5,2,5,0,2,0,0,0,6,4,167,370,7081,289,115
11602,10,8,"00:00.0",30,8,1,8,0,1,0,4,2,5,4,167,370,7081,289,115
11602,10,6,"00:00.0",28,2,2,2,0,2,0,6,12,6,4,167,370,7081,289,115
11602,11,10,"00:00.0",32,10,1,8,2,1,0,3,2,6,4,167,377,7178,291,131
11602,11,9,"00:00.0",31,6,2,5,1,2,0,5,0,5,4,167,377,7178,291,131
11602,11,11,"00:00.0",33,11,2,10,1,2,0,1,1,5,4,167,377,7178,291,131
11602,12,12,"00:00.0",34,18,3,16,2,3,0,0,0,5,6,371,384,7433,298,143
11602,4,-11,"00:00.0",12,2,0,2,0,0,0,9,15,2,0,0,273,5036,240,40
11602,4,-12,"00:00.0",11,6,1,2,4,1,0,7,6,2,0,0,273,5036,240,40
11602,5,-10,"00:00.0",13,2,0,2,0,0,0,2,3,2,0,0,335,6216,261,51
11602,5,-9,"00:00.0",14,2,0,2,0,0,0,2,2,1,0,0,335,6216,261,51
11602,5,-8,"00:00.0",15,5,0,5,0,0,0,4,5,2,0,0,335,6216,261,51
11602,6,-5,"00:00.0",18,11,1,10,1,1,0,9,5,3,0,0,334,6446,275,60
11602,6,-6,"00:00.0",17,3,1,1,2,1,0,8,8,3,0,0,334,6446,275,60
11602,6,-7,"00:00.0",16,1,0,1,0,0,0,5,6,2,0,0,334,6446,275,60
11602,7,-4,"00:00.0",19,10,3,6,4,2,1,9,12,4,0,0,340,6641,284,75
11602,7,-3,"00:00.0",20,1,0,0,1,0,0,9,8,4,0,0,340,6641,284,75
11602,7,-2,"00:00.0",21,1,0,1,0,0,0,4,1,3,0,0,340,6641,284,75
11602,8,-1,"00:00.0",22,9,3,7,2,3,0,4,2,4,0,0,349,6906,287,91
11602,8,1,"00:00.0",23,9,4,4,5,2,2,1,1,5,0,0,349,6906,287,91
11602,8,2,"00:00.0",24,8,3,5,3,2,1,4,3,5,0,0,349,6906,287,91
11602,9,4,"00:00.0",26,7,5,6,1,5,0,3,2,5,0,0,381,7616,289,101
11602,9,5,"00:00.0",27,10,6,10,0,6,0,3,3,5,0,0,381,7616,289,101
11602,9,3,"00:00.0",25,2,0,1,1,0,0,3,3,5,0,0,381,7616,289,101
11638,10,-4,"00:00.0",28,2,0,1,1,0,0,8,7,3,0,0,5,308,895,141
11638,10,-2,"00:00.0",30,4,1,4,0,1,0,13,9,3,0,0,5,308,895,141
11638,10,-3,"00:00.0",29,4,0,4,0,0,0,9,1,1,0,0,5,308,895,141
11638,11,-1,"00:00.0",31,8,3,7,1,3,0,13,4,3,0,0,5,304,906,174
11638,11,2,"00:00.0",33,2,0,2,0,0,0,8,4,1,0,0,5,304,906,174
11638,11,1,"00:00.0",32,4,0,4,0,0,0,16,10,1,0,0,5,304,906,174
11638,12,5,"00:00.0",36,3,2,2,1,1,1,17,6,4,0,0,5,329,910,212
11638,12,4,"00:00.0",35,8,3,7,1,3,0,18,3,4,0,0,5,329,910,212
11638,12,3,"00:00.0",34,1,0,1,0,0,0,7,2,3,0,0,5,329,910,212
11638,13,6,"00:00.0",37,4,0,4,0,0,0,18,27,4,0,0,5,359,916,255
11638,13,7,"00:00.0",38,28,4,28,0,4,0,31,83,4,0,0,5,359,916,255
11638,13,8,"00:00.0",39,7,3,7,0,3,0,22,5,4,0,0,5,359,916,255
